r_times,cdf,ref
0,0,0
0.11475000000000002,0,0
0.11475000000000002,0.0012254901960784314,0.0012239902080783353
1.1986061920885709,0.0012254901960784314,0.0012239902080783353
1.1986061920885709,0.0024509803921568627,0.0024479804161566705
2.3568718351722873,0.0024509803921568627,0.0024479804161566705
2.3568718351722873,0.003676470588235294,0.0036719706242350062
2.7298744596058326,0.003676470588235294,0.0036719706242350062
2.7298744596058326,0.004901960784313725,0.004895960832313341
3.0628807013997292,0.004901960784313725,0.004895960832313341
3.0628807013997292,0.006127450980392157,0.006119951040391677
3.5571341658682476,0.006127450980392157,0.006119951040391677
3.5571341658682476,0.007352941176470588,0.0073439412484700125
3.9076909261155537,0.007352941176470588,0.0073439412484700125
3.9076909261155537,0.00857843137254902,0.008567931456548347
4.234945871737104,0.00857843137254902,0.008567931456548347
4.234945871737104,0.00980392156862745,0.009791921664626682
4.758117386472982,0.00980392156862745,0.009791921664626682
4.758117386472982,0.011029411764705883,0.011015911872705019
5.349701147859125,0.011029411764705883,0.011015911872705019
5.349701147859125,0.012254901960784314,0.012239902080783354
7.02806743945213,0.012254901960784314,0.012239902080783354
7.02806743945213,0.013480392156862746,0.01346389228886169
7.356267372154962,0.013480392156862746,0.01346389228886169
7.356267372154962,0.014705882352941176,0.014687882496940025
7.585989389524556,0.014705882352941176,0.014687882496940025
7.585989389524556,0.015931372549019607,0.01591187270501836
7.866963731589763,0.015931372549019607,0.01591187270501836
7.866963731589763,0.01715686274509804,0.017135862913096694
8.20165330858838,0.01715686274509804,0.017135862913096694
8.20165330858838,0.01838235294117647,0.01835985312117503
8.643366942532996,0.01838235294117647,0.01835985312117503
8.643366942532996,0.0196078431372549,0.019583843329253364
9.104676261326501,0.0196078431372549,0.019583843329253364
9.104676261326501,0.020833333333333332,0.0208078335373317
9.768641284972073,0.020833333333333332,0.0208078335373317
9.768641284972073,0.022058823529411766,0.022031823745410038
11.318428127582068,0.022058823529411766,0.022031823745410038
11.318428127582068,0.023284313725490197,0.023255813953488372
11.730325851309669,0.023284313725490197,0.023255813953488372
11.730325851309669,0.024509803921568627,0.02447980416156671
12.961389789682983,0.024509803921568627,0.02447980416156671
12.961389789682983,0.025735294117647058,0.025703794369645042
13.877720218341821,0.025735294117647058,0.025703794369645042
13.877720218341821,0.02696078431372549,0.02692778457772338
14.504194636032272,0.02696078431372549,0.02692778457772338
14.504194636032272,0.028186274509803922,0.028151774785801713
14.936875627642248,0.028186274509803922,0.028151774785801713
14.936875627642248,0.029411764705882353,0.02937576499388005
16.435231453036195,0.029411764705882353,0.02937576499388005
16.435231453036195,0.030637254901960783,0.030599755201958383
18.969659367973563,0.030637254901960783,0.030599755201958383
18.969659367973563,0.031862745098039214,0.03182374541003672
20.482702524670216,0.031862745098039214,0.03182374541003672
20.482702524670216,0.03308823529411765,0.033047735618115054
21.497814887049508,0.03308823529411765,0.033047735618115054
21.497814887049508,0.03431372549019608,0.03427172582619339
21.977567414867828,0.03431372549019608,0.03427172582619339
21.977567414867828,0.03553921568627451,0.03549571603427173
25.183013698185118,0.03553921568627451,0.03549571603427173
25.183013698185118,0.03676470588235294,0.03671970624235006
25.392152873336634,0.03676470588235294,0.03671970624235006
25.392152873336634,0.03799019607843137,0.037943696450428395
25.663867026137943,0.03799019607843137,0.037943696450428395
25.663867026137943,0.0392156862745098,0.03916768665850673
30.227371012899905,0.0392156862745098,0.03916768665850673
30.227371012899905,0.04044117647058824,0.04039167686658507
30.475392504129804,0.04044117647058824,0.04039167686658507
30.475392504129804,0.041666666666666664,0.0416156670746634
30.705206729171167,0.041666666666666664,0.0416156670746634
30.705206729171167,0.0428921568627451,0.042839657282741736
31.0515611502855,0.0428921568627451,0.042839657282741736
31.0515611502855,0.04411764705882353,0.044063647490820076
31.524857797715867,0.04411764705882353,0.044063647490820076
31.524857797715867,0.04534313725490196,0.04528763769889841
32.27948140270042,0.04534313725490196,0.04528763769889841
32.27948140270042,0.04656862745098039,0.046511627906976744
32.7900127829202,0.04656862745098039,0.046511627906976744
32.7900127829202,0.04779411764705882,0.04773561811505508
33.22593601396975,0.04779411764705882,0.04773561811505508
33.22593601396975,0.049019607843137254,0.04895960832313342
33.773507744181,0.049019607843137254,0.04895960832313342
33.773507744181,0.05024509803921569,0.05018359853121175
34.92733474370228,0.05024509803921569,0.05018359853121175
34.92733474370228,0.051470588235294115,0.051407588739290085
36.10434048172336,0.051470588235294115,0.051407588739290085
36.10434048172336,0.05269607843137255,0.05263157894736842
36.84623988972483,0.05269607843137255,0.05263157894736842
36.84623988972483,0.05392156862745098,0.05385556915544676
40.07037605424128,0.05392156862745098,0.05385556915544676
40.07037605424128,0.05514705882352941,0.05507955936352509
40.44442795111033,0.05514705882352941,0.05507955936352509
40.44442795111033,0.056372549019607844,0.056303549571603426
41.10788968722951,0.056372549019607844,0.056303549571603426
41.10788968722951,0.05759803921568627,0.05752753977968176
42.449153037720166,0.05759803921568627,0.05752753977968176
42.449153037720166,0.058823529411764705,0.0587515299877601
43.50236671999283,0.058823529411764705,0.0587515299877601
43.50236671999283,0.06004901960784314,0.05997552019583843
47.57633083292724,0.06004901960784314,0.05997552019583843
47.57633083292724,0.061274509803921566,0.06119951040391677
48.932856934176144,0.061274509803921566,0.06119951040391677
48.932856934176144,0.0625,0.06242350061199511
49.353699650809524,0.0625,0.06242350061199511
49.353699650809524,0.06372549019607843,0.06364749082007344
49.60869273937864,0.06372549019607843,0.06364749082007344
49.60869273937864,0.06495098039215687,0.06487148102815178
